nicu,name,full_address,addr,city_state_zip,level,beds,type,contact,latitude,longitude
1145,St. Luke’s University Hospital – Bethlehem,"801 Ostrum St, Bethlehem, PA 18015","801 Ostrum St,","Bethlehem, PA 18015",III,30,Private Practice,"Kim Costello, MD",40.60918404600005,-75.39207571599997
1146,St. Marks Hospital,"1200 E 3900 South Salt Lake City, UT 84124",1200 E 3900 South,"Salt Lake City, UT 84124",III,32,Private Practice,"Cameron Swinton, MD",40.68705148600003,-111.85714680599995
1147,St. Mary Medical Center,"1050 Linden Ave Long Beach, CA 90813",1050 Linden Ave,"Long Beach, CA 90813",III,NA,NA,NA,NA,NA
1148,St. Mary Medical Center,"1201 Newtown-Langhorne Rd Langhorne, PA 19047",1201 Newtown-Langhorne Rd,"Langhorne, PA 19047",II,12,Academic Program,"Prem K. Marlapudi, MD",NA,NA
1149,St. Mary Medical Center,"1500 S Lake Park Ave, Hobart, IN 46342","1500 S Lake Park Ave,","Hobart, IN 46342",II,NA,Private Practice,NA,41.51409161300006,-87.25895662599999
1150,St. Mary’s Hospital,"5801 Bremo Rd Richmond, VA 23226",5801 Bremo Rd,"Richmond, VA 23226",III,21,Private Practice,"Ann Heerens, MD",37.58502789000005,-77.51259219999997
1151,St. Mary’s Hospital,"2635 N 7th St Grand Junction, CO 81501",2635 N 7th St,"Grand Junction, CO 81501",III,23,Network Medical Group,"Tami Garmany, MD",39.090650158000074,-108.56149346799998
1152,St. Mary’s Hospital,"1230 Baxter St Athens, GA 30606",1230 Baxter St,"Athens, GA 30606",II,9,Private Practice,"Victor Morales, MD",33.945895406000034,-83.40461904699998
1153,St. Mary’s Hospital,"56 Franklin St Waterbury, CT 06706",56 Franklin St,"Waterbury, CT 06706",II,9,Employed Group,"Magdy Galal, MD",NA,NA
1154,St. Mary’s Medical Center,"901 45th St West Palm Beach, FL 33407",901 45th St,"West Palm Beach, FL 33407",III,45,Private Practice,"Albert Tano, MD",26.753119957000024,-80.06257190099996
1155,St. Mary’s Medical Center,"18300 CA-18 Apple Valley, CA 92307",18300 CA-18,"Apple Valley, CA 92307",II,8,Private Practice,NA,NA,NA
1156,St. Mary’s Regional Medical Center,235 W 6th St Reno NV 89503,235 W 6th St,Reno NV 89503,III,29,Private Practice,"Gary Yup, MD",39.53166464000003,-119.81807990099998
1157,St. Peter’s Hospital,"315 S Manning Blvd Albany, NY 12208",315 S Manning Blvd,"Albany, NY 12208",III,15,Employed Group,NA,42.65385732500005,-73.80650238799996
1158,St. Peters University Hospital,"254 Easton Ave, New Brunswick, NJ 08901","254 Easton Ave,","New Brunswick, NJ 08901",III,54,Academic Program,"Mark Hiatt, MD",40.502535574000035,-74.46097787899998
1159,St. Rose Dominican – Siena,3001 St Rose Pkwy Henderson NV 89052,3001 St Rose Pkwy,Henderson NV 89052,III,26,Private Practice,"Deepa Nagar, MD",36.003322110000056,-115.11933420699995
1160,St. Rose Dominican – St. Martin,8280 W Warm Springs Rd Las Vegas NV 89113,8280 W Warm Springs Rd,Las Vegas NV 89113,II,6,Private Practice,"Deepa Nagar, MD",36.055582609000055,-115.27274530599999
1161,St. Tammy Parish Hospital,"1202 S Tyler St Covington, LA 70433",1202 S Tyler St,"Covington, LA 70433",III,15,Private Practice,NA,30.46851182000006,-90.11425512499994
1162,St. Vincent Carmel,"13500 North Meridian St Carmel, IN 46032",13500 North Meridian St,"Carmel, IN 46032",III,12,Network Medical Group,"Taha BenSaad, MD",39.98434088800008,-86.14336560599997
1163,St. Vincent East Hospital,"50 Medical Park Drive East Birmingham, AL 35235",50 Medical Park Drive East,"Birmingham, AL 35235",II,8,Academic Program,"Ginny Karle, MD",NA,NA
1164,St. Vincent Evansville,"3700 Washington Ave Evansville, IN 47714",3700 Washington Ave,"Evansville, IN 47714",III,31,Network Medical Group,NA,37.962405818000036,-87.50538917599994
1165,St. Vincent Healthcare,1233 N. 31st St Billings MT 59101,1233 N. 31st St,Billings MT 59101,III,22,Hospital Employed,Alison Rentz,45.79279855900006,-108.52173065299996
1166,St. Vincent’s Medical Center,"2800 Main St Bridgeport, CT 06606",2800 Main St,"Bridgeport, CT 06606",III,NA,Academic Program,"Joseph Vitterito, MD",41.20014442300004,-73.20262540399995
1167,Stafford Hospital,"101 Hospital Center Blvd Stafford Courthouse, VA 22554",101 Hospital Center Blvd,"Stafford Courthouse, VA 22554",II,6,Academic Program,Pediatric Hospitalist Managed,38.414573940000025,-77.40867364599995
1168,Stamford Hospital,"1 Hospital Plaza Stamford, CT 06902",1 Hospital Plaza,"Stamford, CT 06902",III,16,Employed Group,"John Ciannella, MD",NA,NA
1169,Staten Island University Hospital,"475 Seaview Ave Staten Island, NY 10305",475 Seaview Ave,"Staten Island, NY 10305",III,11,Academic Program,"Jonathan Blau, MD",40.58503531700006,-74.08895811499997
1170,Stephens County Hospital,"163 Hospital Drive Toccoa, Georgia 30577",163 Hospital Drive,"Toccoa, Georgia 30577",II,NA,NA,NA,34.59300467800006,-83.34714329799993
1171,Stony Brook University Medical Center,"101 Nicolls Road Stony Brook, NY 11794",101 Nicolls Road,"Stony Brook, NY 11794",IV,46,Academic Program,Open Position,NA,NA
1172,Storemont Vail Medical Center,"1500 SW 10th Ave Topeka, KS 66604",1500 SW 10th Ave,"Topeka, KS 66604",II,27,Private Practice,NA,39.051157474000036,-95.69574742299994
1173,Stroger Hospital of Cook County,"1969 Ogden Ave Chicago, IL 60612",1969 Ogden Ave,"Chicago, IL 60612",III,52,Academic Program,"Manhal Khilfeh, MD",41.87393521400003,-87.67500420999994
1174,Sturdy Memorial Hospital,"211 Park St Attleboro, MA 02703",211 Park St,"Attleboro, MA 02703",II,NA,Academic Program,NA,41.94272134100004,-71.27551473499994
1175,Summa Health System – Akron Campus,"141 N. Forge St Akron, OH 44304",141 N. Forge St,"Akron, OH 44304",III,22,Private Practice,"Jennifer Grow, MD",41.08205452800007,-81.50194816399994
1176,Summerlin Hospital Medical Center,"657 N Town Center Dr. Las Vegas, NV 89144",657 N Town Center Dr.,"Las Vegas, NV 89144",III,52,Private Practice,"Philip Vaughn, MD",36.17905142800004,-115.31671423099999
1177,Summerville Medical Center,"295 Midland Pkw Summerville, SC 29485",295 Midland Pkw,"Summerville, SC 29485",II,16,Private Practice,"Assaad Merchak, MD",32.96495265000004,-80.15995194299995
1178,Summit Medical Center,"5655 Frist Blvd Hermitage, TN 37076",5655 Frist Blvd,"Hermitage, TN 37076",II,10,Private Practice,"Susan Campbell, MD",NA,NA
1179,Summit Regional Medical Center,"2200 E Show Low Lake Rd Show Low, AZ 85901",2200 E Show Low Lake Rd,"Show Low, AZ 85901",II,8,Private Practice,"Eva Condon, MD",34.20193371100004,-110.01909686099998
1180,Sunrise Children’s Hosptial,3186 S Maryland Pkwy Las Vegas NV 89109,3186 S Maryland Pkwy,Las Vegas NV 89109,III,72,Private Practice,"Patricia Ramsey, MD",NA,NA
1181,SUNY Downstate Medical Center,"450 Clarkson Ave Brooklyn, NY 11203",450 Clarkson Ave,"Brooklyn, NY 11203",III,30,Academic Program,"Gloria Valencia, MD",40.65572495400005,-73.94499273799994
1182,Sutter Medical Center Sacramento,"2825 Capitol Ave Sacramento, CA 95816",2825 Capitol Ave,"Sacramento, CA 95816",IV,61,Network Medical Group,"Gustavo Sosa, MD",38.57042090700003,-121.47026753099999
1183,Sutter Roseville Medical Center,"1 Medical Plaza Dr Roseville, CA 95661",1 Medical Plaza Dr,"Roseville, CA 95661",III,16,Network Medical Group,"Andrew Wertz, MD",NA,NA
1184,Sutter Santa Rosa Regional Hospital,"30 Mark West Springs Road Santa Rosa, CA, 95403",30 Mark West Springs Road,"Santa Rosa, CA, 95403",III,16,Network Medical Group,"Scott Witt, MD",NA,NA
1185,Swedish American Hospital,"1401 E State St Rockford, IL 61104",1401 E State St,"Rockford, IL 61104",III,10,Employed Group,NA,42.26693229700004,-89.07343455199998
1186,Swedish Covenant Hospital,"5140 N California Ave Chicago, IL 60625",5140 N California Ave,"Chicago, IL 60625",II,NA,NA,NA,41.97520202000004,-87.69890637299994
1187,Swedish Edmonds Campus,"21601 76th Ave. W Edmonds, WA 98026",21601 76th Ave. W,"Edmonds, WA 98026",II,NA,Private Practice,NA,47.80321939500004,-122.33569295299998
1188,Swedish First Hill Campus,"747 Broadway Seattle, WA 98122, USA",747 Broadway,"Seattle, WA 98122, USA",IV,75,Private Practice,"Terrence Sweeney, MD",47.608638486000075,-122.32076492899995
1189,Swedish Issaquah Campus,"751 NE Blakely Dr Issaquah, WA 98029",751 NE Blakely Dr,"Issaquah, WA 98029",II,NA,Academic Program,"Meenakshi Dutta, MD",47.536529348000045,-122.02212102899995
1190,Swedish Medical Center,"501 East Hampden Ave Englewood, CO 80113",501 East Hampden Ave,"Englewood, CO 80113",III,21,Private Practice,"Esther Kroh, MD",NA,NA
1191,Sweetwater Memorial- Rock Springs,"1200 College Drive Rock Springs, WY 82901",1200 College Drive,"Rock Springs, WY 82901",II,5,NA,NA,NA,NA
1192,Tallahassee Memorial Hospital,"1300 Miccosukee Road Tallahassee, FL 32308",1300 Miccosukee Road,"Tallahassee, FL 32308",III,32,Private Practice,"Steven Morse, MD",30.455582298000024,-84.26227468999997
1193,Tampa General Hospital,"1 Tampa General Cir Tampa, FL 33606",1 Tampa General Cir,"Tampa, FL 33606",IV,82,Academic Program,"Benjamin Torres, MD",NA,NA
1194,Tanner Medical Center – Carrollton,"705 Dixie St Carrollton, GA 30117",705 Dixie St,"Carrollton, GA 30117",III,10,Private Practice,NA,33.570468369000025,-85.07246353199997
1195,Temple University Hospital,"3401 N Broad St, Philadelphia, PA 19140","3401 N Broad St,","Philadelphia, PA 19140",III,26,Academic Program,"Heidi Taylor, DO",40.004806587000076,-75.15220230099999
1196,Tenova Health Clarksville,"651 Dunlop Ln Clarksville, TN 37040",651 Dunlop Ln,"Clarksville, TN 37040",II,12,Academic Program,"Bradley Stancombe, MD",36.579999755000074,-87.27006819899998
1197,Terre Haute Regional Hospital,"3901 S 7th St, Terre Haute, IN 47802","3901 S 7th St,","Terre Haute, IN 47802",II,NA,Private Practice,NA,39.41953696200005,-87.40684433299998
1198,Terrebonne General Medical Center,"8166 W Main St Houma, LA 70360",8166 W Main St,"Houma, LA 70360",III,8,NA,NA,29.598508495000033,-90.71724675599995
1199,Texas Children’s Hospital,"6621 Fannin St. Houston, TX 77030",6621 Fannin St.,"Houston, TX 77030",IV,173,Academic Program,"Lakshmi Katakam, MD",29.70897327700004,-95.40144863199998
1200,Texas Children’s Hospital – The Woodlands,"17600 Interstate 45 South The Woodlands, Texas 77384",17600 Interstate 45 South,"The Woodlands, Texas 77384",III,14,Academic Program,NA,NA,NA
1201,Texas Health Arlington Memorial Hospital,"800 W Randol Mill Rd Arlington, TX 76012",800 W Randol Mill Rd,"Arlington, TX 76012",III,30,Private Practice,NA,32.75010740400006,-97.11502556999994
1202,Texas Health Harris Methodist Hospital Alliance,"10864 Texas Health Trail Fort Worth, TX 76244",10864 Texas Health Trail,"Fort Worth, TX 76244",II,NA,Private Practice,NA,32.931366481000055,-97.30913574999994
1203,Texas Health Harris Methodist Hospital Fort Worth,"1301 Pennsylvania Ave Fort Worth, TX 76104",1301 Pennsylvania Ave,"Fort Worth, TX 76104",III,65,Private Practice,"Richard Sidebottom, MD",32.738484010000036,-97.33880518799998
1204,Texas Health HEB,"1600 Hospital Parkway Bedford, TX 76022",1600 Hospital Parkway,"Bedford, TX 76022",II,NA,Private Practice,"Suzanne Whitbourne, MD",32.83306301400006,-97.12527753699999
1205,Texas Health Huguley Hospital,"11801 South Fwy. Burleson, TX 76028",11801 South Fwy.,"Burleson, TX 76028",II,8,Private Practice,NA,32.58645461900005,-97.31907297699996
1206,Texas Health Prebyterian Hospital Flower Mound,"4400 Long Prairie Rd Flower Mound, TX 75028",4400 Long Prairie Rd,"Flower Mound, TX 75028",II,NA,Private Practice,NA,33.04525586800003,-97.06936354399994
1207,Texas Health Presbyterian Hospital Allen,"1105 N Central Expy Allen, TX 75013",1105 N Central Expy,"Allen, TX 75013",II,6,Private Practice,"Eduardo Perez, MD",33.08058238000007,-96.68392284699996
1208,Texas Health Presbyterian Hospital Dallas,"8200 Walnut Hill Ln Dallas, TX 75231",8200 Walnut Hill Ln,"Dallas, TX 75231",III,47,Academic Program,"Christina Chan, MD",32.88325291600006,-96.76209270499999
1209,Texas Health Presbyterian Hospital Denton,"3000 North I-35 Denton, TX 76201",3000 North I-35,"Denton, TX 76201",III,16,Private Practice,"Philip Marinelli, DO",NA,NA
1210,Texas Health Presbyterian Hospital Plano,"6200 West Parker Road Plano, TX 75093",6200 West Parker Road,"Plano, TX 75093",IV,45,Private Practice,"Antonio Santiago, MD",33.04513307700006,-96.83588933799996
1211,Texas Health Southwest Fort Worth,"6100 Harris Pkwy Fort Worth, TX 76132",6100 Harris Pkwy,"Fort Worth, TX 76132",II,NA,Private Practice,"Randall Grubbs, MD",32.65966715500008,-97.42016165699994
1212,Texoma Medical Center,"5016 US-75 Denison, TX 75020",5016 US-75,"Denison, TX 75020",III,12,Private Practice,"Kevin Kathrotia, MD",NA,NA
1213,The Children’s Hospital at Palms West,"13001 Southern Blvd Loxahatchee Groves, FL 33470",13001 Southern Blvd,"Loxahatchee Groves, FL 33470",II,10,Private Practice,NA,26.681947775000026,-80.25169126399999
1214,The Christ Hospital,"2139 Auburn Ave Cincinnati, OH 45219",2139 Auburn Ave,"Cincinnati, OH 45219",II,15,Academic Program,"Vivek Narendran, MD",39.12114796100008,-84.50850736299998
1215,The Hospitals of Providence Memorial Campus,"2001 N Oregon St El Paso, TX 79902",2001 N Oregon St,"El Paso, TX 79902",IV,35,Private Practice,NA,31.771349887000042,-106.49952539199995
1216,The Medical Center of Southeast Texas,"2555 Jimmy Johnson Blvd Port Arthur, TX 77640",2555 Jimmy Johnson Blvd,"Port Arthur, TX 77640",III,12,Private Practice,"Kevin Kathrotia, MD",NA,NA
1217,The Valley Hospital,"223 N Van Dien Ave, Ridgewood, NJ 07450","223 N Van Dien Ave,","Ridgewood, NJ 07450",III,15,Academic Program,"Carmela Pane, MD",40.98293070100004,-74.10184533699999
1218,The Woman’s Hospital of Texas,"7600 Fannin St Houston, TX 77054",7600 Fannin St,"Houston, TX 77054",IV,146,Private Practice,"Bill Caplan, MD",29.69222733500004,-95.40179925299998
1219,Thibodaux Regional Medical Center,"602 N Acadia Rd Thibodaux, LA 70301",602 N Acadia Rd,"Thibodaux, LA 70301",II,6,Private Practice,"Steven Spedale, MD",29.78550655500004,-90.81598062099994
1220,Thomas Jefferson University Hospital,"111 S 11th St, Philadelphia, PA 19107","111 S 11th St,","Philadelphia, PA 19107",III,40,Academic Program,"Kolawole Solarin, MD",39.94982279900006,-75.15870576299994
1221,Thomas Memorial Hospital,"4605 MacCorkle Ave SW South Charleston, WV 25309",4605 MacCorkle Ave SW,"South Charleston, WV 25309",II,8,Private Practice,NA,38.35555543900006,-81.72657552599998
1222,Tidelands Georgetown Memorial Hospital,"606 Black River Rd, Georgetown, SC 29440","606 Black River Rd,","Georgetown, SC 29440",II,5,NA,NA,33.379955094000024,-79.28570750899996
1223,Tidelands Waccamaw Community Hospital,"4070 US Highway 17 Bypass South, Murrells Inlet, SC 29576","4070 US Highway 17 Bypass South,","Murrells Inlet, SC 29576",II,NA,NA,NA,NA,NA
1224,Timpanogos Regional Medical Center,"750 W 800 N Orem, UT 84057",750 W 800 N,"Orem, UT 84057",III,24,Private Practice,"Dale Gerstmann, MD",40.312032972000054,-111.71426848299996
1225,Tisch Hospital,"550 1st Avenue New York, NY 10016",550 1st Avenue,"New York, NY 10016",IV,54,Academic Program,"Sean Bailey, MD",40.742417543000045,-73.97449898899998
1226,Titus Regional Medical Center,"2001 N Jefferson Ave Mt Pleasant, TX 75455",2001 N Jefferson Ave,"Mt Pleasant, TX 75455",II,3,NA,NA,NA,NA
1227,Toledo Children’s Hospital,"2142 N Cove Blvd Toledo, OH 43606",2142 N Cove Blvd,"Toledo, OH 43606",III,72,Private Practice,"Howard Stein, MD",41.67141742200005,-83.59403616299994
1228,Tomball Regional Medical Center,"605 Holderrieth Blvd Tomball, TX 77375",605 Holderrieth Blvd,"Tomball, TX 77375",III,26,Private Practice,"Rebecca Ballard, MD",30.08938427100003,-95.62406991199998
1229,Torrance Memorial Medical Center,"3330 Lomita Blvd Torrance, CA 90505",3330 Lomita Blvd,"Torrance, CA 90505",III,25,Private Practice,"Jerry Schwartz, MD",33.81286470800006,-118.34421783999994
1230,Touro Infirmary Hospital,"1401 Foucher St New Orleans, LA 70115",1401 Foucher St,"New Orleans, LA 70115",III,24,Academic Program,"Staci Olister, MD",29.92495581700007,-90.09268085499997
1231,Tradition Hospital,"10000 SW Innovation Way Port St. Lucie, FL 34987",10000 SW Innovation Way,"Port St. Lucie, FL 34987",II,6,NA,NA,27.26109221300004,-80.43054452899997
1232,Tri-City Medical Center,"4002 Vista Way Oceanside, CA 92056",4002 Vista Way,"Oceanside, CA 92056",III,29,Private Practice,"Hamid Movahhedian, MD",33.184002935000024,-117.29631871299995
1233,Trinity Health,"1 W Burdick Expy Minot, ND 58701",1 W Burdick Expy,"Minot, ND 58701",III,10,Hospital Employed,"Thomas Carver, DO",NA,NA
1234,Trinity Hospital of Augusta,"2260 Wrightsboro Road Augusta, GA 30904",2260 Wrightsboro Road,"Augusta, GA 30904",II,NA,NA,NA,33.467488425000056,-82.01613909199995
1235,Tripler Army Medical Center,"1 Jarrett White Rd. Honolulu, HI 96859",1 Jarrett White Rd.,"Honolulu, HI 96859",III,22,NA,"Steven Acevedo, MD",21.356026992000068,-157.89395951699998
1236,Tristar Centennial Hospital,"2220 Patterson Street Nashville, TN 37203",2220 Patterson Street,"Nashville, TN 37203",III,60,Private Practice,"Muhammed Ismail, MD",36.15356016900006,-86.80585454499999
1237,Tristar Stonecrest Medical Center,"200 StoneCrest Boulevard Smyrna, TN 37167",200 StoneCrest Boulevard,"Smyrna, TN 37167",II,8,Private Practice,"Ashraf Hamden, MD",35.97283774600004,-86.56398274999998
1238,Truman Medical Center – Hospital Hill,"2301 Holmes St Kansas City, MO 64108",2301 Holmes St,"Kansas City, MO 64108",III,19,Academic Program,NA,39.08508858600004,-94.57577597299996
1239,Truman Medical Center – Lakewood,"2301 Holmes St Kansas City, MO 64108",2301 Holmes St,"Kansas City, MO 64108",II,5,Academic Program,NA,39.08508858600004,-94.57577597299996
1240,Tuba City Regional Medical Center,"167 Main St Tuba City, AZ 86045",167 Main St,"Tuba City, AZ 86045",II,2,NA,"Stephen Holve, MD",NA,NA
1241,Tufts Medical Center,"800 Washington St Boston, MA 02111",800 Washington St,"Boston, MA 02111",III,40,Academic Program,"Rodica Turcu, MD",42.35021687300008,-71.06341667499998
1242,Tulane Lakeside Hospital,"4700 S I-10 Service Rd W Metairie, LA 70001",4700 S I-10 Service Rd W,"Metairie, LA 70001",III,28,Academic Program,"Jay Goldsmith, MD",NA,NA
1243,Tuscon Medical Center,"5301 E Grant Rd Tucson, AZ 85712",5301 E Grant Rd,"Tucson, AZ 85712",III,42,Private Practice,"Moira Richards, MD",32.25067360500003,-110.87970974399997
1244,UAB Medical West,"995 9th Ave SW Bessemer, AL 35022",995 9th Ave SW,"Bessemer, AL 35022",II,4,Private Practice,"Ginny Karle, MD",33.36731673700007,-86.99782204799999
1245,UC  Health Longs Peak,"1750 E Ken Pratt Blvd Longmont, CO 80504",1750 E Ken Pratt Blvd,"Longmont, CO 80504",II,NA,Academic Program,"Jason Wright, MD",NA,NA
1246,UC Davis Children’s Hospital,"2315 Stockton Blvd Sacramento, CA 95817, USA",2315 Stockton Blvd,"Sacramento, CA 95817, USA",IV,49,Academic Program,"Mark Underwood, MD",38.55367692900006,-121.45683673599996
1247,UC Health Greeley Hospital,"6767 W. 29th Street Greeley, CO 80634",6767 W. 29th Street,"Greeley, CO 80634",II,3,Academic Program,"Jason Wright, MD",NA,NA
1248,UC Health Highlands Ranch Hospital,"1500 Park Central Dr Highlands Ranch, CO 80129",1500 Park Central Dr,"Highlands Ranch, CO 80129",III,6,Academic Program,"Lauren Beard, MD",NA,NA
1249,UC Health Memorial Hospital,"1400 E Boulder St Colorado Springs, CO 80909",1400 E Boulder St,"Colorado Springs, CO 80909",III,64,Private Practice,NA,38.838827277000064,-104.79937878199996
1250,UC Health Poudre Valley Health System,"1024 S Lemay Ave Fort Collins, CO 80524",1024 S Lemay Ave,"Fort Collins, CO 80524",III,32,Academic Program,"Dan Satterwhite, MD",40.572187693000046,-105.05788668399998
1251,UC Irvine Medical Center,"101 The City Dr S Orange, CA 92868",101 The City Dr S,"Orange, CA 92868",IV,45,Academic Program,"Cherry Uy, MD",33.788804353000046,-117.89080843199997
1252,UC San Diego Jacobs Medical Center,"9300 Campus Point Dr. La Jolla, CA 92037",9300 Campus Point Dr.,"La Jolla, CA 92037",III,52,Academic Program,"Erika Fernandez, MD",32.882515427000044,-117.21987599699997
1253,UCLA Medical Center,"757 Westwood Plaza Los Angeles, CA 90095",757 Westwood Plaza,"Los Angeles, CA 90095",III,22,Academic Program,"Meena Garg, MD",34.06592446500008,-118.44520832699999
1254,UCLA Medical Center – Olive View,"14445 Olive View Dr Sylmar, CA 91342",14445 Olive View Dr,"Sylmar, CA 91342",III,24,NA,NA,34.32425159400003,-118.44740314499995
1255,UCLA Medical Center – Santa Monica,"1225 15th St Santa Monica, CA 90404",1225 15th St,"Santa Monica, CA 90404",III,16,Academic Program,NA,34.02717180600007,-118.48743031299995
1256,UConn Health,"263 Farmington Ave Farmington, CT 06030",263 Farmington Ave,"Farmington, CT 06030",III,30,Academic Program,"David Sink, MD",NA,NA
1257,UCSF Children’s Hospital – Oakland,"747 52nd St Oakland, CA 94609",747 52nd St,"Oakland, CA 94609",IV,44,Academic Program,"Priscilla Joe, MD",37.83731434400005,-122.26820042099996
1258,UCSF Children’s Hospital – San Francisco,"1975 4th St San Francisco, CA 94158",1975 4th St,"San Francisco, CA 94158",IV,50,Academic Program,"Yao Sun, MD",NA,NA
1259,UF Health Jacksonville,"655 West 8th Street Jacksonville, FL 32209",655 West 8th Street,"Jacksonville, FL 32209",III,43,Academic Program,"Josef Cortez, M.D",NA,NA
1260,UF Health Shands Children’s Hospital,"1600 SW Archer Rd Gainesville, FL 32608",1600 SW Archer Rd,"Gainesville, FL 32608",IV,72,Academic Program,"David Burchfield, MD",NA,NA
1261,UHS Wilson Medical Center,"33-57 Harrison Street Johnson City, NY 13790",33-57 Harrison Street,"Johnson City, NY 13790",III,14,Private Practice,"Paula Ferrell, MD",42.114529850000054,-75.95912244199997
1262,Uintah Basin Medical Center,"250 W 300 North Roosevelt, UT 84066",250 W 300 North,"Roosevelt, UT 84066",II,12,NA,NA,NA,NA
1263,UMass Memorial,"55 Lake Avenue North Worcester, MA 01655",55 Lake Avenue North,"Worcester, MA 01655",III,49,Academic Program,"Lawrence Rhein, MD",42.27164780800007,-71.75883931999994
1264,UMB Washington Medical Center,"301 Hospital Dr, Glen Burnie, MD 21061","301 Hospital Dr,","Glen Burnie, MD 21061",II,NA,NA,NA,39.13895219800003,-76.62268035499994
1265,UNC Children’s,"101 Manning Dr Chapel Hill, NC 27514",101 Manning Dr,"Chapel Hill, NC 27514",IV,58,Academic Program,"Karen S. Wood, MD",35.90303099400006,-79.05027807999994
1266,UNC Rex,"4420 Lake Boone Trail Raleigh, NC 27607",4420 Lake Boone Trail,"Raleigh, NC 27607",IV,21,NA,"Marie Thigpen, MD",35.81547352800004,-78.70300753599997
1267,Union Hospital,"1606 N 7th St Terre Haute, IN 47804",1606 N 7th St,"Terre Haute, IN 47804",III,15,Private Practice,"Ahmad El Samra, MD",NA,NA
1268,Union Hospital,"106 Bow St, Elkton, MD 21921","106 Bow St,","Elkton, MD 21921",III,15,NA,NA,39.60847500800003,-75.83112957299994
1269,United Regional Health Care,"1600 11th St Wichita Falls, TX 76310",1600 11th St,"Wichita Falls, TX 76310",II,NA,NA,NA,33.90284687900004,-98.50052014299996
1270,Unity Point – Meriter Hospital,"202 S Park St Madison, WI 53715",202 S Park St,"Madison, WI 53715",III,42,Academic Program,"Jamie Limjoco, MD",43.06550938600003,-89.40077377899996
1271,Unity Point Health – Trinity,"500 John Deere Rd Moline, IL 61265",500 John Deere Rd,"Moline, IL 61265",II,NA,Employed Group,"Sarah Lentz-Kapua, MD",41.47110677200004,-90.41468982199996
1272,UnityPoint – St. Luke’s Sioux City,"2720 Stone Park Blvd Sioux City, IA 51104",2720 Stone Park Blvd,"Sioux City, IA 51104",III,20,Employed Group,NA,NA,NA
1273,UnityPoint Health – Finley Hospital,"350 N Grandview Ave Dubuque, IA 52001",350 N Grandview Ave,"Dubuque, IA 52001",II,NA,NA,NA,NA,NA
1274,UnityPoint Health – Methodist West Hospital,"1660 60th St West Des Moines, IA 50266",1660 60th St,"West Des Moines, IA 50266",II,NA,Employed Group,"Samir Alabsi, MD",41.545901712000045,-93.79071822399999
1275,UnityPoint Health ‐ Methodist,"221 NE Glen Oak Ave Peoria, IL 61636",221 NE Glen Oak Ave,"Peoria, IL 61636",II,9,Private Practice,"Ramzi Kilani, MD",40.69988162800007,-89.59515837099997
1276,UnityPoint Health- Allen Hospital,"1825 Logan Ave Waterloo, IA 50703",1825 Logan Ave,"Waterloo, IA 50703",II,7,Hospital Employed,NA,42.52616377100003,-92.33764480499997
1277,UnityPoint Trinity,"4500 Utica Ridge Rd Bettendorf, IA 52722",4500 Utica Ridge Rd,"Bettendorf, IA 52722",II,NA,Private Practice,NA,41.56566497600005,-90.51732519699999
1278,University Hospital San Antonio,"4502 Medical Drive San Antonio, TX 78229",4502 Medical Drive,"San Antonio, TX 78229",IV,62,Academic Program,"Steven Seidner, MD",29.509042373000057,-98.57448660299997
1279,University Hospitals Rainbow Babies and Children’s Hospital,"11100 Euclid Ave Cleveland, OH 44106",11100 Euclid Ave,"Cleveland, OH 44106",IV,82,Academic Program,"Moira Crowley, MD",41.50662616000005,-81.60805145599994
1280,University Medical Center,"602 Indiana Ave Lubbock, TX 79415",602 Indiana Ave,"Lubbock, TX 79415",IV,41,Private Practice,"Melissa Piepkorn, MD",33.59084435600005,-101.88798952999997
1281,University of Alabama Hospital,"1700 6th Ave S Birmingham, AL 35233",1700 6th Ave S,"Birmingham, AL 35233",IV,120,Academic Program,"Lindy Winter, MD",33.50507085800007,-86.80475976599996
1282,University of Arkansas Medical Services (UAMS),"4301 W Markham St Little Rock, AR 72205",4301 W Markham St,"Little Rock, AR 72205",III,64,Academic Program,"Sara Peeples, MD",34.75153149100004,-92.31992388999998
1283,University of Chicago – Comer Children’s,"5721 S Maryland Ave Chicago, IL 60637, USA",5721 S Maryland Ave,"Chicago, IL 60637, USA",III,47,Academic Program,"Jaideep Singh, MD",41.79028350400006,-87.60493148599994
1284,University of Cincinnati Medical Center,"234 Goodman St Cincinnati, OH 45219",234 Goodman St,"Cincinnati, OH 45219",III,50,Academic Program,"Vivek Narendran, MD",39.13677610800005,-84.50324953199998
1285,University of Colorado Hospital,"12605 E 16th Ave Aurora, CO 80045",12605 E 16th Ave,"Aurora, CO 80045",III,50,Academic Program,"James Barry, MD",39.74137096700008,-104.84202069099996
1286,University of Illinois Hospital,"1740 W Taylor St Chicago, IL 60612",1740 W Taylor St,"Chicago, IL 60612",III,52,Academic Program,"De-Ann Pillers, MD",41.86920720000006,-87.67072003699997
1287,University of Iowa Children’s Hospital,"200 Hawkins Dr Iowa City, IA 52242, USA",200 Hawkins Dr,"Iowa City, IA 52242, USA",IV,49,Academic Program,"Patrick McNamara, MD",41.657270107000045,-91.54991439199995
1288,University of Kansas Hospital,"4000 Cambridge St Kansas City, KS 66160",4000 Cambridge St,"Kansas City, KS 66160",III,40,Academic Program,NA,39.05710009000006,-94.60834424499996
